date,lat,lon,rainfall_mm
2024-01-01,5.650000000000008,69.35,0.165
2024-01-01,5.750000000000003,69.35,0.14999999
2024-01-01,5.850000000000011,69.35,0.14999999
2024-01-01,5.9500000000000055,69.35,0.17999999
2024-01-01,6.05,69.35,0.285
2024-01-01,6.150000000000008,69.35,0.115
2024-01-01,6.250000000000003,69.35,0.845
2024-01-01,6.350000000000011,69.35,1.3499999
2024-01-01,6.4500000000000055,69.35,5.5150003
2024-01-01,6.55,69.35,5.66
2024-01-01,6.650000000000008,69.35,4.535
2024-01-01,6.750000000000003,69.35,4.77
2024-01-01,6.850000000000011,69.35,6.46
2024-01-01,6.9500000000000055,69.35,5.0949993
2024-01-01,7.05,69.35,6.0550003
2024-01-01,7.150000000000008,69.35,8.82
2024-01-01,7.250000000000003,69.35,10.414999
2024-01-01,7.350000000000011,69.35,12.174999
2024-01-01,7.4500000000000055,69.35,12.16
2024-01-01,7.55,69.35,15.724998
2024-01-01,7.650000000000008,69.35,18.305
